tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_sd_z	treatment_dc_field	measurement_flag	treatment_dc_field_phi	er_citation_names	measurement_dec	measurement_sd_x	measurement_description	measurement_standard	magic_software_packages	measurement_positions	magic_instrument_codes	measurement_temp	measurement_magn_moment	treatment_ac_field	er_analyst_mail_names	treatment_temp	measurement_csd	measurement_sd_y	treatment_dc_field_theta	measurement_inc	magic_method_codes
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	11	8.90e-10	0	g		This study	049.9	5.48e-09			pmagpy-3.2.1	1	hargrave 2014-11-10 12:53:05	273	1.64e-07	0		723.0	2.3	3.62e-09		-61.0	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	12	5.24e-10	0	g		This study	053.3	3.62e-09			pmagpy-3.2.1	1	hargrave 2014-11-10 22:11:56	273	1.52e-07	0		748.0	1.7	2.88e-09		-63.2	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	13	1.20e-09	0	g		This study	059.3	5.59e-09			pmagpy-3.2.1	1	hargrave 2014-11-13 11:46:05	273	1.41e-07	0		773.0	2.7	3.57e-09		-64.0	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	14	5.73e-10	0	g		This study	064.8	3.75e-09			pmagpy-3.2.1	1	hargrave 2014-11-17 17:26:46	273	1.33e-07	0		788.0	1.7	1.35e-09		-65.4	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	15	6.38e-10	0	g		This study	065.5	9.51e-10			pmagpy-3.2.1	1	hargrave 2014-11-24 18:17:16	273	1.29e-07	0		803.0	0.5	8.48e-10		-66.0	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	16	7.35e-10	0	g		This study	069.9	1.06e-09			pmagpy-3.2.1	1	hargrave 2014-12-01 16:59:18	273	1.28e-07	0		818.0	0.5	7.81e-10		-66.2	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	17	8.68e-10	0	g		This study	069.3	9.19e-10			pmagpy-3.2.1	1	hargrave 2014-12-02 00:45:16	273	1.23e-07	0		823.0	0.6	1.01e-09		-66.0	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	18	1.06e-09	0	g		This study	075.0	1.51e-09			pmagpy-3.2.1	1	hargrave 2014-12-05 13:40:46	273	1.18e-07	0		828.0	0.8	9.15e-10		-66.3	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	19	2.61e-10	0	g		This study	072.8	1.26e-09			pmagpy-3.2.1	1	hargrave 2014-12-06 11:57:52	273	1.14e-07	0		833.0	0.7	8.36e-10		-66.7	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	20	5.56e-10	0	g		This study	080.1	1.12e-09			pmagpy-3.2.1	1	hargrave 2014-12-08 15:18:37	273	1.10e-07	0		838.0	0.6	6.62e-10		-66.9	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	21	7.95e-10	0	g		This study	078.7	1.35e-09			pmagpy-3.2.1	1	hargrave 2014-12-08 22:11:29	273	1.08e-07	0		843.0	0.8	7.31e-10		-66.2	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	22	5.65e-10	0	g		This study	084.0	2.28e-09			pmagpy-3.2.1	1	hargrave 2015-01-12 11:02:24	273	1.05e-07	0		846.0	1.4	1.00e-09		-67.5	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	23	5.64e-10	0	g		This study	081.2	2.54e-09			pmagpy-3.2.1	1	hargrave 2015-01-14 14:20:25	273	1.03e-07	0		849.0	1.5	1.08e-09		-66.7	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	24	7.59e-10	0	g		This study	085.7	2.21e-09			pmagpy-3.2.1	1	hargrave 2015-01-15 14:35:19	273	1.01e-07	0		852.0	1.4	1.24e-09		-67.4	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	25	7.00e-10	0	g		This study	089.6	2.74e-09			pmagpy-3.2.1	1	hargrave 2015-01-18 12:57:56	273	1.02e-07	0		855.0	1.6	6.58e-10		-67.5	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	26	6.51e-10	0	g		This study	087.5	1.06e-09			pmagpy-3.2.1	1	hargrave 2015-01-20 12:16:30	273	9.91e-08	0		858.0	0.7	7.64e-10		-66.4	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	27	5.05e-10	0	g		This study	088.4	1.42e-09			pmagpy-3.2.1	1	hargrave 2015-02-10 17:23:31	273	9.79e-08	0		863.0	1.0	1.22e-09		-67.4	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	28	4.10e-10	0	g		This study	094.8	1.19e-09			pmagpy-3.2.1	1	hargrave 2015-02-11 17:21:10	273	9.37e-08	0		883.0	1.0	1.22e-09		-67.9	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	29	5.94e-10	0	g		This study	102.3	9.09e-10			pmagpy-3.2.1	1	hargrave 2015-02-12 15:33:34	273	8.44e-08	0		903.0	0.9	1.15e-09		-67.2	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	30	5.27e-10	0	g		This study	108.1	1.16e-09			pmagpy-3.2.1	1	hargrave 2015-02-13 17:49:53	273	7.68e-08	0		923.0	1.0	6.64e-10		-66.6	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	31	3.30e-10	0	g		This study	106.8	7.58e-10			pmagpy-3.2.1	1	hargrave 2015-02-17 11:25:45	273	6.02e-08	0		933.0	0.8	5.40e-10		-65.7	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	32	2.09e-10	0	g		This study	104.4	5.19e-10			pmagpy-3.2.1	1	hargrave 2015-02-18 09:43:40	273	2.82e-08	0		943.0	1.3	3.79e-10		-66.1	LT-T-Z:LP-DIR-T
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	33	6.39e-11	0	g		This study	113.9	9.64e-11			pmagpy-3.2.1	1	hargrave 2015-02-19 12:52:13	273	4.99e-09	0		953.0	1.4	6.41e-11		-55.4	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	1	9.82e-09	0	g		This study	46.5	3.14e-08			pmagpy-3.2.1	1		273	1.12e-06	0		273	2.6	4.00e-08		-50.4	LT-NO:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	2	1.09e-08	0	g		This study	46.3	2.20e-08			pmagpy-3.2.1	1		273	1.16e-06	0		77	2.0	3.25e-08		-50.9	LT-LT-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	3	1.11e-08	0	g		This study	44.8	8.96e-09			pmagpy-3.2.1	1		273	1.33e-06	0		373.0	1.0	1.88e-08		-51.6	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	4	9.49e-09	0	g		This study	043.8	2.83e-08			pmagpy-3.2.1	1	hargrave 2014-10-22 15:54:56	273	1.16e-06	0		423.0	2.6	4.26e-08		-51.8	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	5	7.43e-09	0	g		This study	043.6	1.89e-08			pmagpy-3.2.1	1	hargrave 2014-10-27 16:21:23	273	1.05e-06	0		473.0	1.9	2.78e-08		-51.0	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	6	6.48e-09	0	g		This study	045.6	3.14e-08			pmagpy-3.2.1	1	hargrave 2014-10-28 13:44:04	273	7.52e-07	0		523.0	3.7	3.76e-08		-51.0	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	7	3.34e-09	0	g		This study	050.3	1.28e-08			pmagpy-3.2.1	1	hargrave 2014-10-28 20:41:45	273	4.57e-07	0		573.0	2.5	1.47e-08		-50.2	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	8	1.26e-09	0	g		This study	051.3	6.51e-09			pmagpy-3.2.1	1	hargrave 2014-10-29 20:54:34	273	2.19e-07	0		623.0	2.4	6.53e-09		-48.8	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	9	1.13e-09	0	g		This study	053.2	5.32e-09			pmagpy-3.2.1	1	hargrave 2014-11-03 17:14:38	273	1.67e-07	0		673.0	2.5	4.98e-09		-48.1	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	10	7.89e-10	0	g		This study	053.9	1.25e-09			pmagpy-3.2.1	1	hargrave 2014-11-04 12:05:10	273	1.38e-07	0		698.0	0.8	1.53e-09		-47.3	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	11	7.35e-10	0	g		This study	057.1	2.22e-09			pmagpy-3.2.1	1	hargrave 2014-11-10 12:54:47	273	1.18e-07	0		723.0	1.7	2.76e-09		-45.6	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	12	9.36e-10	0	g		This study	059.6	2.09e-09			pmagpy-3.2.1	1	hargrave 2014-11-10 22:13:28	273	9.94e-08	0		748.0	1.9	2.36e-09		-42.6	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	13	8.86e-10	0	g		This study	065.7	3.95e-09			pmagpy-3.2.1	1	hargrave 2014-11-13 11:47:43	273	8.35e-08	0		773.0	3.4	2.99e-09		-40.9	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	14	5.83e-10	0	g		This study	067.1	3.33e-09			pmagpy-3.2.1	1	hargrave 2014-11-17 17:28:20	273	7.25e-08	0		788.0	3.0	1.73e-09		-38.7	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	15	5.21e-10	0	g		This study	068.7	6.35e-10			pmagpy-3.2.1	1	hargrave 2014-11-24 18:19:01	273	6.70e-08	0		803.0	0.7	3.52e-10		-37.4	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	16	4.84e-10	0	g		This study	069.2	4.17e-10			pmagpy-3.2.1	1	hargrave 2014-12-01 17:00:52	273	6.56e-08	0		818.0	0.5	3.27e-10		-36.7	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	17	4.23e-10	0	g		This study	070.3	1.61e-09			pmagpy-3.2.1	1	hargrave 2014-12-02 00:46:50	273	6.27e-08	0		823.0	1.5	3.20e-10		-35.7	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	18	4.07e-10	0	g		This study	073.5	6.98e-10			pmagpy-3.2.1	1	hargrave 2014-12-05 13:42:16	273	5.59e-08	0		828.0	0.9	6.07e-10		-33.0	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	19	3.89e-10	0	g		This study	075.5	1.15e-09			pmagpy-3.2.1	1	hargrave 2014-12-06 11:59:31	273	5.14e-08	0		833.0	1.3	2.40e-10		-33.1	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	20	3.15e-10	0	g		This study	072.8	5.60e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 15:20:12	273	4.91e-08	0		838.0	0.7	1.65e-10		-32.9	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	21	2.57e-10	0	g		This study	074.5	7.54e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 22:13:06	273	4.54e-08	0		843.0	1.0	2.71e-10		-34.0	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	22	3.74e-10	0	g		This study	078.8	1.14e-09			pmagpy-3.2.1	1	hargrave 2015-01-12 11:03:59	273	4.43e-08	0		846.0	1.5	3.39e-10		-32.9	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	23	2.92e-10	0	g		This study	076.7	5.72e-10			pmagpy-3.2.1	1	hargrave 2015-01-14 14:21:59	273	4.29e-08	0		849.0	0.8	2.38e-10		-32.8	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	24	2.36e-10	0	g		This study	077.3	1.05e-09			pmagpy-3.2.1	1	hargrave 2015-01-15 14:36:53	273	4.17e-08	0		852.0	1.5	2.78e-10		-32.4	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	25	3.76e-10	0	g		This study	080.0	2.34e-09			pmagpy-3.2.1	1	hargrave 2015-01-18 12:59:19	273	4.07e-08	0		855.0	3.4	5.23e-10		-31.8	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	26	3.20e-10	0	g		This study	079.6	5.81e-10			pmagpy-3.2.1	1	hargrave 2015-01-20 12:17:56	273	3.86e-08	0		858.0	1.0	4.01e-10		-31.2	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	27	1.58e-10	0	g		This study	078.9	2.90e-09			pmagpy-3.2.1	1	hargrave 2015-02-10 17:25:23	273	3.77e-08	0		863.0	4.5	7.32e-10		-30.8	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	28	2.06e-10	0	g		This study	084.8	5.51e-10			pmagpy-3.2.1	1	hargrave 2015-02-11 17:23:32	273	3.17e-08	0		883.0	1.1	3.69e-10		-27.2	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	29	2.97e-10	0	g		This study	089.5	5.27e-10			pmagpy-3.2.1	1	hargrave 2015-02-12 15:35:25	273	2.74e-08	0		903.0	1.3	2.18e-10		-20.5	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	30	3.72e-10	0	g		This study	091.4	4.37e-10			pmagpy-3.2.1	1	hargrave 2015-02-13 17:51:30	273	2.51e-08	0		923.0	1.4	5.53e-10		-19.7	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	31	2.26e-10	0	g		This study	094.7	6.58e-10			pmagpy-3.2.1	1	hargrave 2015-02-17 11:27:15	273	2.19e-08	0		933.0	1.8	3.33e-10		-18.5	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	32	2.69e-10	0	g		This study	088.9	3.92e-10			pmagpy-3.2.1	1	hargrave 2015-02-18 09:45:10	273	1.42e-08	0		943.0	1.9	2.31e-10		-20.2	LT-T-Z:LP-DIR-T
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	33	2.48e-11	0	g		This study	086.8	1.27e-10			pmagpy-3.2.1	1	hargrave 2015-02-19 12:53:47	273	3.86e-09	0		953.0	2.0	7.04e-11		-28.3	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	1	6.25e-09	0	g		This study	200.8	1.31e-08			pmagpy-3.2.1	1		273	1.20e-06	0		273	0.8	1.04e-08		-72.0	LT-NO:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	2	7.00e-09	0	g		This study	204.4	1.64e-08			pmagpy-3.2.1	1		273	1.24e-06	0		77	0.8	6.09e-09		-71.7	LT-LT-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	3	9.78e-09	0	g		This study	204.2	2.89e-08			pmagpy-3.2.1	1		273	1.41e-06	0		373.0	1.4	1.53e-08		-71.4	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	4	4.70e-09	0	g		This study	203.4	1.59e-08			pmagpy-3.2.1	1	hargrave 2014-10-22 15:56:39	273	1.20e-06	0		423.0	0.8	6.67e-09		-71.2	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	5	5.22e-09	0	g		This study	204.3	1.43e-08			pmagpy-3.2.1	1	hargrave 2014-10-27 16:23:12	273	1.09e-06	0		473.0	0.8	6.07e-09		-71.6	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	6	4.05e-09	0	g		This study	206.4	3.76e-09			pmagpy-3.2.1	1	hargrave 2014-10-28 13:46:02	273	8.29e-07	0		523.0	1.9	2.68e-08		-70.9	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	7	1.42e-09	0	g		This study	216.7	1.91e-09			pmagpy-3.2.1	1	hargrave 2014-10-28 20:43:28	273	4.91e-07	0		573.0	0.6	4.95e-09		-71.1	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	8	6.53e-10	0	g		This study	220.4	1.74e-09			pmagpy-3.2.1	1	hargrave 2014-10-29 20:56:10	273	2.37e-07	0		623.0	0.5	1.44e-09		-70.3	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	9	4.59e-10	0	g		This study	223.1	1.13e-09			pmagpy-3.2.1	1	hargrave 2014-11-03 17:16:16	273	1.75e-07	0		673.0	0.4	9.03e-10		-69.3	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	10	4.77e-10	0	g		This study	226.1	6.97e-10			pmagpy-3.2.1	1	hargrave 2014-11-04 12:06:45	273	1.47e-07	0		698.0	0.5	1.14e-09		-67.9	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	11	6.52e-10	0	g		This study	232.2	6.41e-10			pmagpy-3.2.1	1	hargrave 2014-11-10 12:56:31	273	1.27e-07	0		723.0	0.4	6.21e-10		-67.4	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	12	9.05e-10	0	g		This study	237.0	2.75e-09			pmagpy-3.2.1	1	hargrave 2014-11-10 22:15:06	273	1.08e-07	0		748.0	1.6	5.24e-10		-66.4	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	13	1.10e-09	0	g		This study	239.9	4.51e-09			pmagpy-3.2.1	1	hargrave 2014-11-13 11:49:17	273	9.09e-08	0		773.0	2.9	7.52e-10		-66.3	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	14	5.60e-10	0	g		This study	241.3	2.47e-09			pmagpy-3.2.1	1	hargrave 2014-11-17 17:29:58	273	7.92e-08	0		788.0	1.9	5.09e-10		-63.3	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	15	4.71e-10	0	g		This study	243.8	7.70e-10			pmagpy-3.2.1	1	hargrave 2014-11-24 18:20:46	273	7.32e-08	0		803.0	1.3	1.38e-09		-62.2	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	16	7.77e-10	0	g		This study	246.2	6.63e-10			pmagpy-3.2.1	1	hargrave 2014-12-01 17:02:30	273	7.02e-08	0		818.0	1.2	1.03e-09		-60.5	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	17	7.28e-10	0	g		This study	243.9	1.21e-09			pmagpy-3.2.1	1	hargrave 2014-12-02 00:48:29	273	6.62e-08	0		823.0	1.3	6.15e-10		-60.8	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	18	5.85e-10	0	g		This study	249.4	1.46e-09			pmagpy-3.2.1	1	hargrave 2014-12-05 13:44:45	273	5.84e-08	0		828.0	1.6	4.57e-10		-59.4	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	19	5.62e-10	0	g		This study	250.2	3.22e-10			pmagpy-3.2.1	1	hargrave 2014-12-06 12:02:05	273	5.23e-08	0		833.0	1.0	7.19e-10		-58.2	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	20	7.35e-10	0	g		This study	253.2	4.54e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 15:22:41	273	4.87e-08	0		838.0	1.3	7.20e-10		-57.9	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	21	7.55e-10	0	g		This study	254.6	3.61e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 22:14:48	273	4.64e-08	0		843.0	1.4	7.83e-10		-57.3	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	22	6.24e-10	0	g		This study	256.1	2.27e-09			pmagpy-3.2.1	1	hargrave 2015-01-12 11:05:30	273	4.28e-08	0		846.0	3.2	4.78e-10		-55.6	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	23	5.87e-10	0	g		This study	254.4	7.39e-10			pmagpy-3.2.1	1	hargrave 2015-01-14 14:23:37	273	4.12e-08	0		849.0	1.4	5.21e-10		-56.1	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	24	6.97e-10	0	g		This study	252.7	1.04e-09			pmagpy-3.2.1	1	hargrave 2015-01-15 14:38:32	273	3.81e-08	0		852.0	2.0	5.00e-10		-56.3	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	25	3.84e-10	0	g		This study	258.8	1.22e-09			pmagpy-3.2.1	1	hargrave 2015-01-18 13:00:44	273	3.78e-08	0		855.0	2.2	7.83e-10		-55.3	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	26	2.67e-10	0	g		This study	260.1	1.36e-09			pmagpy-3.2.1	1	hargrave 2015-01-20 12:19:24	273	3.42e-08	0		858.0	2.5	5.92e-10		-56.0	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	27	5.78e-10	0	g		This study	257.0	5.62e-10			pmagpy-3.2.1	1	hargrave 2015-02-10 17:27:18	273	3.33e-08	0		863.0	1.7	6.74e-10		-56.2	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	28	6.94e-10	0	g		This study	264.3	2.98e-10			pmagpy-3.2.1	1	hargrave 2015-02-11 17:25:27	273	2.76e-08	0		883.0	1.9	6.02e-10		-49.2	LT-T-Z:LP-DIR-T
