tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_description	magic_software_packages	measurement_csd	measurement_flag	measurement_standard	measurement_magn_moment	magic_instrument_codes	treatment_temp	measurement_temp	measurement_positions	treatment_dc_field	treatment_dc_field_phi	magic_method_codes	measurement_sd_z	measurement_sd_x	measurement_dec	er_analyst_mail_names	treatment_dc_field_theta	measurement_sd_y	measurement_inc	treatment_ac_field	er_citation_names
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	22		pmagpy-3.2.1	1.4	g		1.05e-07	hargrave 2015-01-12 11:02:24	846.0	273	1	0		LT-T-Z:LP-DIR-T	5.65e-10	2.28e-09	084.0			1.00e-09	-67.5	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	23		pmagpy-3.2.1	1.5	g		1.03e-07	hargrave 2015-01-14 14:20:25	849.0	273	1	0		LT-T-Z:LP-DIR-T	5.64e-10	2.54e-09	081.2			1.08e-09	-66.7	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	24		pmagpy-3.2.1	1.4	g		1.01e-07	hargrave 2015-01-15 14:35:19	852.0	273	1	0		LT-T-Z:LP-DIR-T	7.59e-10	2.21e-09	085.7			1.24e-09	-67.4	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	25		pmagpy-3.2.1	1.6	g		1.02e-07	hargrave 2015-01-18 12:57:56	855.0	273	1	0		LT-T-Z:LP-DIR-T	7.00e-10	2.74e-09	089.6			6.58e-10	-67.5	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	26		pmagpy-3.2.1	0.7	g		9.91e-08	hargrave 2015-01-20 12:16:30	858.0	273	1	0		LT-T-Z:LP-DIR-T	6.51e-10	1.06e-09	087.5			7.64e-10	-66.4	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	27		pmagpy-3.2.1	1.0	g		9.79e-08	hargrave 2015-02-10 17:23:31	863.0	273	1	0		LT-T-Z:LP-DIR-T	5.05e-10	1.42e-09	088.4			1.22e-09	-67.4	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	28		pmagpy-3.2.1	1.0	g		9.37e-08	hargrave 2015-02-11 17:21:10	883.0	273	1	0		LT-T-Z:LP-DIR-T	4.10e-10	1.19e-09	094.8			1.22e-09	-67.9	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	29		pmagpy-3.2.1	0.9	g		8.44e-08	hargrave 2015-02-12 15:33:34	903.0	273	1	0		LT-T-Z:LP-DIR-T	5.94e-10	9.09e-10	102.3			1.15e-09	-67.2	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	30		pmagpy-3.2.1	1.0	g		7.68e-08	hargrave 2015-02-13 17:49:53	923.0	273	1	0		LT-T-Z:LP-DIR-T	5.27e-10	1.16e-09	108.1			6.64e-10	-66.6	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	31		pmagpy-3.2.1	0.8	g		6.02e-08	hargrave 2015-02-17 11:25:45	933.0	273	1	0		LT-T-Z:LP-DIR-T	3.30e-10	7.58e-10	106.8			5.40e-10	-65.7	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	32		pmagpy-3.2.1	1.3	g		2.82e-08	hargrave 2015-02-18 09:43:40	943.0	273	1	0		LT-T-Z:LP-DIR-T	2.09e-10	5.19e-10	104.4			3.79e-10	-66.1	0	This study
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	33		pmagpy-3.2.1	1.4	g		4.99e-09	hargrave 2015-02-19 12:52:13	953.0	273	1	0		LT-T-Z:LP-DIR-T	6.39e-11	9.64e-11	113.9			6.41e-11	-55.4	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	1		pmagpy-3.2.1	2.6	g		1.12e-06		273	273	1	0		LT-NO:LP-DIR-T	9.82e-09	3.14e-08	46.5			4.00e-08	-50.4	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	2		pmagpy-3.2.1	2.0	g		1.16e-06		77	273	1	0		LT-LT-Z:LP-DIR-T	1.09e-08	2.20e-08	46.3			3.25e-08	-50.9	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	3		pmagpy-3.2.1	1.0	g		1.33e-06		373.0	273	1	0		LT-T-Z:LP-DIR-T	1.11e-08	8.96e-09	44.8			1.88e-08	-51.6	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	4		pmagpy-3.2.1	2.6	g		1.16e-06	hargrave 2014-10-22 15:54:56	423.0	273	1	0		LT-T-Z:LP-DIR-T	9.49e-09	2.83e-08	043.8			4.26e-08	-51.8	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	5		pmagpy-3.2.1	1.9	g		1.05e-06	hargrave 2014-10-27 16:21:23	473.0	273	1	0		LT-T-Z:LP-DIR-T	7.43e-09	1.89e-08	043.6			2.78e-08	-51.0	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	6		pmagpy-3.2.1	3.7	g		7.52e-07	hargrave 2014-10-28 13:44:04	523.0	273	1	0		LT-T-Z:LP-DIR-T	6.48e-09	3.14e-08	045.6			3.76e-08	-51.0	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	7		pmagpy-3.2.1	2.5	g		4.57e-07	hargrave 2014-10-28 20:41:45	573.0	273	1	0		LT-T-Z:LP-DIR-T	3.34e-09	1.28e-08	050.3			1.47e-08	-50.2	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	8		pmagpy-3.2.1	2.4	g		2.19e-07	hargrave 2014-10-29 20:54:34	623.0	273	1	0		LT-T-Z:LP-DIR-T	1.26e-09	6.51e-09	051.3			6.53e-09	-48.8	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	9		pmagpy-3.2.1	2.5	g		1.67e-07	hargrave 2014-11-03 17:14:38	673.0	273	1	0		LT-T-Z:LP-DIR-T	1.13e-09	5.32e-09	053.2			4.98e-09	-48.1	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	10		pmagpy-3.2.1	0.8	g		1.38e-07	hargrave 2014-11-04 12:05:10	698.0	273	1	0		LT-T-Z:LP-DIR-T	7.89e-10	1.25e-09	053.9			1.53e-09	-47.3	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	11		pmagpy-3.2.1	1.7	g		1.18e-07	hargrave 2014-11-10 12:54:47	723.0	273	1	0		LT-T-Z:LP-DIR-T	7.35e-10	2.22e-09	057.1			2.76e-09	-45.6	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	12		pmagpy-3.2.1	1.9	g		9.94e-08	hargrave 2014-11-10 22:13:28	748.0	273	1	0		LT-T-Z:LP-DIR-T	9.36e-10	2.09e-09	059.6			2.36e-09	-42.6	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	13		pmagpy-3.2.1	3.4	g		8.35e-08	hargrave 2014-11-13 11:47:43	773.0	273	1	0		LT-T-Z:LP-DIR-T	8.86e-10	3.95e-09	065.7			2.99e-09	-40.9	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	14		pmagpy-3.2.1	3.0	g		7.25e-08	hargrave 2014-11-17 17:28:20	788.0	273	1	0		LT-T-Z:LP-DIR-T	5.83e-10	3.33e-09	067.1			1.73e-09	-38.7	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	15		pmagpy-3.2.1	0.7	g		6.70e-08	hargrave 2014-11-24 18:19:01	803.0	273	1	0		LT-T-Z:LP-DIR-T	5.21e-10	6.35e-10	068.7			3.52e-10	-37.4	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	16		pmagpy-3.2.1	0.5	g		6.56e-08	hargrave 2014-12-01 17:00:52	818.0	273	1	0		LT-T-Z:LP-DIR-T	4.84e-10	4.17e-10	069.2			3.27e-10	-36.7	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	17		pmagpy-3.2.1	1.5	g		6.27e-08	hargrave 2014-12-02 00:46:50	823.0	273	1	0		LT-T-Z:LP-DIR-T	4.23e-10	1.61e-09	070.3			3.20e-10	-35.7	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	18		pmagpy-3.2.1	0.9	g		5.59e-08	hargrave 2014-12-05 13:42:16	828.0	273	1	0		LT-T-Z:LP-DIR-T	4.07e-10	6.98e-10	073.5			6.07e-10	-33.0	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	19		pmagpy-3.2.1	1.3	g		5.14e-08	hargrave 2014-12-06 11:59:31	833.0	273	1	0		LT-T-Z:LP-DIR-T	3.89e-10	1.15e-09	075.5			2.40e-10	-33.1	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	20		pmagpy-3.2.1	0.7	g		4.91e-08	hargrave 2014-12-08 15:20:12	838.0	273	1	0		LT-T-Z:LP-DIR-T	3.15e-10	5.60e-10	072.8			1.65e-10	-32.9	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	21		pmagpy-3.2.1	1.0	g		4.54e-08	hargrave 2014-12-08 22:13:06	843.0	273	1	0		LT-T-Z:LP-DIR-T	2.57e-10	7.54e-10	074.5			2.71e-10	-34.0	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	22		pmagpy-3.2.1	1.5	g		4.43e-08	hargrave 2015-01-12 11:03:59	846.0	273	1	0		LT-T-Z:LP-DIR-T	3.74e-10	1.14e-09	078.8			3.39e-10	-32.9	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	23		pmagpy-3.2.1	0.8	g		4.29e-08	hargrave 2015-01-14 14:21:59	849.0	273	1	0		LT-T-Z:LP-DIR-T	2.92e-10	5.72e-10	076.7			2.38e-10	-32.8	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	24		pmagpy-3.2.1	1.5	g		4.17e-08	hargrave 2015-01-15 14:36:53	852.0	273	1	0		LT-T-Z:LP-DIR-T	2.36e-10	1.05e-09	077.3			2.78e-10	-32.4	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	25		pmagpy-3.2.1	3.4	g		4.07e-08	hargrave 2015-01-18 12:59:19	855.0	273	1	0		LT-T-Z:LP-DIR-T	3.76e-10	2.34e-09	080.0			5.23e-10	-31.8	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	26		pmagpy-3.2.1	1.0	g		3.86e-08	hargrave 2015-01-20 12:17:56	858.0	273	1	0		LT-T-Z:LP-DIR-T	3.20e-10	5.81e-10	079.6			4.01e-10	-31.2	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	27		pmagpy-3.2.1	4.5	g		3.77e-08	hargrave 2015-02-10 17:25:23	863.0	273	1	0		LT-T-Z:LP-DIR-T	1.58e-10	2.90e-09	078.9			7.32e-10	-30.8	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	28		pmagpy-3.2.1	1.1	g		3.17e-08	hargrave 2015-02-11 17:23:32	883.0	273	1	0		LT-T-Z:LP-DIR-T	2.06e-10	5.51e-10	084.8			3.69e-10	-27.2	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	29		pmagpy-3.2.1	1.3	g		2.74e-08	hargrave 2015-02-12 15:35:25	903.0	273	1	0		LT-T-Z:LP-DIR-T	2.97e-10	5.27e-10	089.5			2.18e-10	-20.5	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	30		pmagpy-3.2.1	1.4	g		2.51e-08	hargrave 2015-02-13 17:51:30	923.0	273	1	0		LT-T-Z:LP-DIR-T	3.72e-10	4.37e-10	091.4			5.53e-10	-19.7	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	31		pmagpy-3.2.1	1.8	g		2.19e-08	hargrave 2015-02-17 11:27:15	933.0	273	1	0		LT-T-Z:LP-DIR-T	2.26e-10	6.58e-10	094.7			3.33e-10	-18.5	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	32		pmagpy-3.2.1	1.9	g		1.42e-08	hargrave 2015-02-18 09:45:10	943.0	273	1	0		LT-T-Z:LP-DIR-T	2.69e-10	3.92e-10	088.9			2.31e-10	-20.2	0	This study
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	33		pmagpy-3.2.1	2.0	g		3.86e-09	hargrave 2015-02-19 12:53:47	953.0	273	1	0		LT-T-Z:LP-DIR-T	2.48e-11	1.27e-10	086.8			7.04e-11	-28.3	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	1		pmagpy-3.2.1	0.8	g		1.20e-06		273	273	1	0		LT-NO:LP-DIR-T	6.25e-09	1.31e-08	200.8			1.04e-08	-72.0	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	2		pmagpy-3.2.1	0.8	g		1.24e-06		77	273	1	0		LT-LT-Z:LP-DIR-T	7.00e-09	1.64e-08	204.4			6.09e-09	-71.7	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	3		pmagpy-3.2.1	1.4	g		1.41e-06		373.0	273	1	0		LT-T-Z:LP-DIR-T	9.78e-09	2.89e-08	204.2			1.53e-08	-71.4	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	4		pmagpy-3.2.1	0.8	g		1.20e-06	hargrave 2014-10-22 15:56:39	423.0	273	1	0		LT-T-Z:LP-DIR-T	4.70e-09	1.59e-08	203.4			6.67e-09	-71.2	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	5		pmagpy-3.2.1	0.8	g		1.09e-06	hargrave 2014-10-27 16:23:12	473.0	273	1	0		LT-T-Z:LP-DIR-T	5.22e-09	1.43e-08	204.3			6.07e-09	-71.6	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	6		pmagpy-3.2.1	1.9	g		8.29e-07	hargrave 2014-10-28 13:46:02	523.0	273	1	0		LT-T-Z:LP-DIR-T	4.05e-09	3.76e-09	206.4			2.68e-08	-70.9	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	7		pmagpy-3.2.1	0.6	g		4.91e-07	hargrave 2014-10-28 20:43:28	573.0	273	1	0		LT-T-Z:LP-DIR-T	1.42e-09	1.91e-09	216.7			4.95e-09	-71.1	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	8		pmagpy-3.2.1	0.5	g		2.37e-07	hargrave 2014-10-29 20:56:10	623.0	273	1	0		LT-T-Z:LP-DIR-T	6.53e-10	1.74e-09	220.4			1.44e-09	-70.3	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	9		pmagpy-3.2.1	0.4	g		1.75e-07	hargrave 2014-11-03 17:16:16	673.0	273	1	0		LT-T-Z:LP-DIR-T	4.59e-10	1.13e-09	223.1			9.03e-10	-69.3	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	10		pmagpy-3.2.1	0.5	g		1.47e-07	hargrave 2014-11-04 12:06:45	698.0	273	1	0		LT-T-Z:LP-DIR-T	4.77e-10	6.97e-10	226.1			1.14e-09	-67.9	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	11		pmagpy-3.2.1	0.4	g		1.27e-07	hargrave 2014-11-10 12:56:31	723.0	273	1	0		LT-T-Z:LP-DIR-T	6.52e-10	6.41e-10	232.2			6.21e-10	-67.4	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	12		pmagpy-3.2.1	1.6	g		1.08e-07	hargrave 2014-11-10 22:15:06	748.0	273	1	0		LT-T-Z:LP-DIR-T	9.05e-10	2.75e-09	237.0			5.24e-10	-66.4	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	13		pmagpy-3.2.1	2.9	g		9.09e-08	hargrave 2014-11-13 11:49:17	773.0	273	1	0		LT-T-Z:LP-DIR-T	1.10e-09	4.51e-09	239.9			7.52e-10	-66.3	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	14		pmagpy-3.2.1	1.9	g		7.92e-08	hargrave 2014-11-17 17:29:58	788.0	273	1	0		LT-T-Z:LP-DIR-T	5.60e-10	2.47e-09	241.3			5.09e-10	-63.3	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	15		pmagpy-3.2.1	1.3	g		7.32e-08	hargrave 2014-11-24 18:20:46	803.0	273	1	0		LT-T-Z:LP-DIR-T	4.71e-10	7.70e-10	243.8			1.38e-09	-62.2	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	16		pmagpy-3.2.1	1.2	g		7.02e-08	hargrave 2014-12-01 17:02:30	818.0	273	1	0		LT-T-Z:LP-DIR-T	7.77e-10	6.63e-10	246.2			1.03e-09	-60.5	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	17		pmagpy-3.2.1	1.3	g		6.62e-08	hargrave 2014-12-02 00:48:29	823.0	273	1	0		LT-T-Z:LP-DIR-T	7.28e-10	1.21e-09	243.9			6.15e-10	-60.8	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	18		pmagpy-3.2.1	1.6	g		5.84e-08	hargrave 2014-12-05 13:44:45	828.0	273	1	0		LT-T-Z:LP-DIR-T	5.85e-10	1.46e-09	249.4			4.57e-10	-59.4	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	19		pmagpy-3.2.1	1.0	g		5.23e-08	hargrave 2014-12-06 12:02:05	833.0	273	1	0		LT-T-Z:LP-DIR-T	5.62e-10	3.22e-10	250.2			7.19e-10	-58.2	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	20		pmagpy-3.2.1	1.3	g		4.87e-08	hargrave 2014-12-08 15:22:41	838.0	273	1	0		LT-T-Z:LP-DIR-T	7.35e-10	4.54e-10	253.2			7.20e-10	-57.9	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	21		pmagpy-3.2.1	1.4	g		4.64e-08	hargrave 2014-12-08 22:14:48	843.0	273	1	0		LT-T-Z:LP-DIR-T	7.55e-10	3.61e-10	254.6			7.83e-10	-57.3	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	22		pmagpy-3.2.1	3.2	g		4.28e-08	hargrave 2015-01-12 11:05:30	846.0	273	1	0		LT-T-Z:LP-DIR-T	6.24e-10	2.27e-09	256.1			4.78e-10	-55.6	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	23		pmagpy-3.2.1	1.4	g		4.12e-08	hargrave 2015-01-14 14:23:37	849.0	273	1	0		LT-T-Z:LP-DIR-T	5.87e-10	7.39e-10	254.4			5.21e-10	-56.1	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	24		pmagpy-3.2.1	2.0	g		3.81e-08	hargrave 2015-01-15 14:38:32	852.0	273	1	0		LT-T-Z:LP-DIR-T	6.97e-10	1.04e-09	252.7			5.00e-10	-56.3	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	25		pmagpy-3.2.1	2.2	g		3.78e-08	hargrave 2015-01-18 13:00:44	855.0	273	1	0		LT-T-Z:LP-DIR-T	3.84e-10	1.22e-09	258.8			7.83e-10	-55.3	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	26		pmagpy-3.2.1	2.5	g		3.42e-08	hargrave 2015-01-20 12:19:24	858.0	273	1	0		LT-T-Z:LP-DIR-T	2.67e-10	1.36e-09	260.1			5.92e-10	-56.0	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	27		pmagpy-3.2.1	1.7	g		3.33e-08	hargrave 2015-02-10 17:27:18	863.0	273	1	0		LT-T-Z:LP-DIR-T	5.78e-10	5.62e-10	257.0			6.74e-10	-56.2	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	28		pmagpy-3.2.1	1.9	g		2.76e-08	hargrave 2015-02-11 17:25:27	883.0	273	1	0		LT-T-Z:LP-DIR-T	6.94e-10	2.98e-10	264.3			6.02e-10	-49.2	0	This study
